finished	medkorrekt	hpo_id	hpo_label	definition	MANUAL PREFERED LABEL	MANUAL PREFERRED DEFINITION	OFFICIAL COMMENT	chemical_phenotype	correct_pattern	KM review	defined_class	defined_class_name	anatomical_entity	anatomical_entity_label	location	biological_process	biological_process_label	chemical_entity	chemical_entity_label	role	role_label	add_definitions	add_synonym	curator_comment	time
to do	ignore	HP:0034644	Abnormal liver metabolite concentration	The concentration of a metabolite in the liver is above or below the limits of normal.				Yes	abnormalLevelOfChemicalEntityInLocation	Ok	HP:0034644				UBERON:0000178										
to do	ignore	HP:0034688	Reduced peroxisomal glutaryl-CoA oxidase activity	Diminished enzyme activity of peroxisomal glutaryl-CoA oxidase, an enzyme that metabolizes glutaryl-CoA (a metabolite of L-lysine, L-hydroxy-lysine and L-tryptophan) by dehydrogenation to glutaconyl-CoA directly followed by decarboxylation of this to crotonyl-CoA.				Yes	activity	OK	HP:0034688				UBERON:0000178										
to do	ignore	HP:0034689	Reduced sterol 27-hydroxylase activity	Diminished activity of the enzyme sterol 27-hydroxylase, which participates in the degradation of cholesterol to bile acid. Sterol 27-hydroxylase catalyzes the first step in the normal oxidation of the steroid side chain, converting cholesterol, as well as different 7a-hydroxylated cholesterol metabolites, to 27-oxygenated steroids.				Yes	activity	OK	HP:0034689				UBERON:0000178										
to do	ignore	HP:0034690	Reduced short-chain acyl-CoA dehydrogenase activity	Diminished activity of the enzyme Short-chain acyl-CoA dehydrogenase (SCAD), a key enzyme of fatty acid beta-oxidation that catalyzes the first step in mitochondrial beta-oxidation of fatty acids.				Yes	activity	OK	HP:0034690				UBERON:0000178										
to do	ignore	HP:0034691	Reduced 3-phosphoglycerate dehydrogenase activity	Diminished activity of the enzyme 3-phosphoglycerate dehydrogenase (PGDH), which catalyzes the first step in the pathway by converting D-3-phosphoglycerate (PGA), an intermediate in glycolysis, to phosphohydroxypyruvate concomitant with the reduction of NAD+.				Yes	activity	OK	HP:0034691				UBERON:0000178										
to do	ignore	HP:0034715	Reduced uroporphyrinogen decarboxylase activity	Activity of the enzyme uroporphyrinogen decarboxylase (UROD; EC 4.1.1.37) below the lower limit of normal.				Yes	activity	OK	HP:0034715				UBERON:0000178										
to do	ignore	HP:0034716	Reduced heme oxygenase activity	Activity of the enzyme heme oxygenase below the lower limit of normal.				Yes	activity	OK	HP:0034716				UBERON:0000178										
to do	ignore	HP:0034721	Elevated circulating pristanic acid concentration	Concentration of pristanic acid in the blood circulation above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0034721				UBERON:0000178										
to do	ignore	HP:0034725	Abnormal circulating beta-mannosidase activity	Activity of the enzyme beta-mannosidase outside normal limits. Beta-mannosidase is a lysosomal enzyme that catabolizes oligosaccharides.				Yes	activity	OK	HP:0034725				UBERON:0000178										
to do	ignore	HP:0034728	Abnormal circulating alpha-L-fucosidase activity	Activity of the enzyme alpha-L-fucosidase in the blood circulation outside the limits of normal.				Yes	activity	OK	HP:0034728				UBERON:0000178										
to do	ignore	HP:0034730	Elevated circulating S-adenosyl-L-homocysteine concentration	Increased concentration of S-adenosyl-L-homocysteine in the blood circulation.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0034730				UBERON:0000178										
to do	ignore	HP:0034731	Elevated circulating S-adenosyl-L-methionine concentration	Concentration S-adenosyl-L-methionine in the blood circulation above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0034731				UBERON:0000178										
to do	ignore	HP:0034736	Elevated circulating alpha-oxoadipic acid concentration	Concentration of alpha-oxoadipic acid in the blood above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0034736				UBERON:0000178										
to do	ignore	HP:0034741	Elevated circulating homoarginine concentration	Concentration of homoarginine in the blood circulation above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0034741				UBERON:0000178										
to do	ignore	HP:0034745	Elevated circulating S-sulfocysteine concentration	Concentration of S-sulfocysteine in the blood circulation above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0034745				UBERON:0000178										
to do	ignore	HP:0034858	Abnormal leukocyte enzyme concentration or activity	Concentration or activity of an enzyme as measured in leukocytes is above or below the limits of normal in the blood circulation.				Yes	combination_phenotype	Ok	HP:0034858				UBERON:0000178										
to do	ignore	HP:0034864	Decreased alpha-galactosidase A activity	Activity of the enzyme alpha-galactosidase outsidebelow the lower limit of normal.				Yes	activity	OK	HP:0034864				UBERON:0000178										
to do	ignore	HP:0034869	Reduced erythrocyte free porphyrin concentration	Concentration of porphyrin in erythrocytes below the lower limit of normal.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	OK	HP:0034869				UBERON:0000178										
to do	ignore	HP:0034870	Reduced circulating urocanic acid concentration	The concentration of urocanic acid in the blood circulation is below the lower limit of normal.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	OK	HP:0034870				UBERON:0000178										
to do	ignore	HP:0034873	Decreased circulating epinephrine concentration	Concentration of epinephrin in the blood circulation below the lower limit of normal.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	OK	HP:0034873				UBERON:0000178										
to do	ignore	HP:0034874	Decreased circulating norepinephrine concentration	Concentration of norepinephrin in the blood circulation below the lower limit of normal.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	OK	HP:0034874				UBERON:0000178										
to do	ignore	HP:0034878	Decreased circulating metanephrine concentration	Concentration of metanephrin in the blood circulation below the lower limit of normal.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	OK	HP:0034878				UBERON:0000178										
to do	ignore	HP:0034897	Decreased circulating antidiuretic hormone concentration	Concentration of antidiuretic hormone, also known as vasopressin, is below the lower limit of normal in the blood circulation.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	OK	HP:0034897				UBERON:0000178										
to do	ignore	HP:0034898	Elevated circulating growth hormone-releasing hormone concentration	Concentration of growth hormone-releasing hormone above the upper limit of normal in the blood circulation.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0034898				UBERON:0000178										
to do	ignore	HP:0034901	Increased circulating vitamin E concentration	Concentration of vitamin E in the blood circulation above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0034901				UBERON:0000178										
to do	ignore	HP:0034902	Abnormal circulating calcitonin concentration	Concentration of calcitonin, a 32-amino acid polypeptide hormone that is produced primarily by the parafollicular cells of the thyroid, in the blood circulation outside of normal limits.				Yes	abnormalLevelOfChemicalEntityInLocation	OK	HP:0034902				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_3306							
to do	ignore	HP:0034903	Decreased circulating calcitonin concentration	Concentration of calcitonin, a 32-amino acid polypeptide hormone that is produced primarily by the parafollicular cells of the thyroid, in the blood circulation below the lower limit of normal.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	OK	HP:0034903				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_3306							
to do	ignore	HP:0034904	Decreased circulating thyrotropin releasing hormone concentration	Concentration of thyrotropin releasing hormone below the lower limit of normal in the blood circulation.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	OK	HP:0034904				UBERON:0000178										
to do	ignore	HP:0034905	Elevated circulating uroporphyrin concentration	Concentration of uroporphyrin in the blood circulation above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0034905				UBERON:0000178										
to do	ignore	HP:0034908	Increased circulating dehydroepiandrosterone concentration	Concentration of dehydroepiandrosterone in the blood circulation above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0034908				UBERON:0000178									Needs def	
to do	ignore	HP:0034909	Increased erythrocyte coproporphyrin concentration	Concentration of coproporphyrin in erythrocytes above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0034909				UBERON:0000178										
to do	ignore	HP:0034910	Increased erythrocyte uroproporphyrin concentration	Concentration of uroproporphyrin in erythrocytes above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0034910				UBERON:0000178										
done	next	HP:0034911	Decreased circulating apolipoprotein E concentration	Concentration of apolipoprotein E below the lower limit of normal.				Yes	abnormallyDecreasedLevelOfChemicalEntityInBlood	Ok	HP:0034911				UBERON:0000178			http://purl.obolibrary.org/obo/PR_P02649	apolipoprotein E (human)					Selected human specific; species neutral term exists (http://purl.obolibrary.org/obo/PR_000004155).	2
to do	ignore	HP:0034932	Decreased circulating acid maltase activity	Activity of the enzyme acid maltase (also known as alpha-1,4-glucosidase) below the lower limit of normal.				Yes	activity	OK	HP:0034932				UBERON:0000178										
to do	ignore	HP:0034934	Abnormal circulating 7-dehydrocholesterol concentration	Concentration of 7-dehydrocholesterol in the blood circulation outside the limits of normal.				Yes	abnormalLevelOfChemicalEntityInLocation	OK	HP:0034934				UBERON:0000178										
to do	ignore	HP:0034935	Decreased circulating 7-dehydrocholesterol concentration	Concentration of 7-dehydrocholesterol in the blood circulation below the lower limit of normal.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	OK	HP:0034935				UBERON:0000178										
to do	ignore	HP:0034936	Elevated circulating lathosterol concentration	Concentration of lathosterol in the blood circulation above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0034936				UBERON:0000178										
to do	ignore	HP:0034937	Elevated circulating desmosterol concentration	Concentration of desmosterol in the blood circulation above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0034937				UBERON:0000178										
to do	ignore	HP:0034938	Decreased circulating sialic acid concentration	Concentration of sialic acid in the blood circulation below the lower limit of normal.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	OK	HP:0034938				UBERON:0000178										
to do	ignore	HP:0035015	Elevated circulating short-chain acylcarnitine concentration	Concentration of short-chain acylcarnitine in the blood circulation above the upper limit of normal. Acylcarnitines are classified according to the number of carbon atoms in the acyl-chain. Short chain acylcarnitines have between two and five carbon atoms in the acyl-chain (C2-C5),				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0035015				UBERON:0000178			?	?						
to do	ignore	HP:0035016	Elevated circulating C4 acylcarnitine concentration	Concentration of C4 acylcarnitines in the blood circulation above the upper limit of normal. C4 acylcarnitines have a four-carbon acyl chain.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0035016				UBERON:0000178			?	?						
to do	ignore	HP:0035017	Elevated circulating medium-chain acylcarnitine concentration	Concentration of medium-chain acylcarnitine in the blood circulation above the upper limit of normal. Acylcarnitines are classified according to the number of carbon atoms in the acyl-chain. Medium-chain acylcarnitines have between six and twelve carbon atoms in the acyl-chain (C6-C12),				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0035017				UBERON:0000178			?	?						
to do	ignore	HP:0035018	Elevated circulating long-chain acylcarnitine concentration	Concentration of long-chain acylcarnitine in the blood circulation above the upper limit of normal. Acylcarnitines are classified according to the number of carbon atoms in the acyl-chain. Long-chain acylcarnitines have between thirteen and twenty carbon atoms in the acyl-chain (C13-C20),				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0035018				UBERON:0000178			?	?						
to do	ignore	HP:0035019	Elevated circulating C5 acylcarnitine concentration	Concentration of C5 acylcarnitines in the blood circulation above the upper limit of normal. C5 acylcarnitines have a five-carbon acyl chain.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0035019				UBERON:0000178			?	?						
to do	ignore	HP:0035020	Elevated circulating C18 acylcarnitine concentration	Concentration of C18 acylcarnitines in the blood circulation above the upper limit of normal. C18 acylcarnitines have a eighteen-carbon acyl chain.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0035020				UBERON:0000178			?	?						
to do	ignore	HP:0035021	Elevated circulating C16 acylcarnitine concentration	Concentration of C16 acylcarnitines in the blood circulation above the upper limit of normal. C16 acylcarnitines have a sixteen-carbon acyl chain.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0035021				UBERON:0000178			?	?						
to do	ignore	HP:0035022	Elevated circulating very long-chain acylcarnitine concentration	Concentration of very long-chain acylcarnitine in the blood circulation above the upper limit of normal. Acylcarnitines are classified according to the number of carbon atoms in the acyl-chain. Very long-chain acylcarnitines have twentyone or more carbon atoms in the acyl-chain (C21 and higher),				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0035022				UBERON:0000178			?	?						
to do	ignore	HP:0035023	Elevated circulating acetylcarnitine concentration	Concentration of acetylcarnitine (C2 acylcarnitine) in the blood circulation above the upper limit of normal. Acetylcarnitine has a two-carbon acyl chain.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0035023				UBERON:0000178			?	?						
to do	ignore	HP:0035024	Elevated circulating methylmalonylcarnitine concentration	Concentration of methylmalonylcarnitine in the blood circulation above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0035024				UBERON:0000178										
to do	ignore	HP:0035025	Elevated circulating 3-hydroxyhexadecanoylcarnitine concentration	Concentration of 3-hydroxyhexadecanoylcarnitine in the blood circulation above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0035025				UBERON:0000178										
to do	ignore	HP:0035026	Elevated circulating C6 acylcarnitine concentration	Concentration of C6 acylcarnitines in the blood circulation above the upper limit of normal. C6 acylcarnitines have a six-carbon acyl chain.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0035026				UBERON:0000178			?	?						
to do	ignore	HP:0035027	Elevated circulating methylglutarylcarnitine concentration	Concentration of methylglutarylcarnitine in the blood circulation above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0035027				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_86486	O-methylglutarycarnitine						
to do	ignore	HP:0035028	Elevated circulating 3-hydroxyisovalerylcarnitine concentration	Concentration of 3-hydroxyisovalerylcarnitine in the blood circulation above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0035028				UBERON:0000178										
to do	ignore	HP:0035029	Elevated circulating 3-hydroxyhexanoylcarnitine concentration	Concentration of 3-hydroxyhexanoylcarnitine (C6-OH) in the blood circulation above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0035029				UBERON:0000178			?	?						
done	ignore	HP:0035030	Elevated circulating carnitine concentration	Concentration of carnitine in the blood circulation above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInBlood	OK	HP:0035030				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_17126	carnitine						
to do	ignore	HP:0035031	Elevated circulating tiglylcarnitine concentration	Concentration of tiglylcarnitine (C5:1) in the blood circulation above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0035031				UBERON:0000178										
to do	ignore	HP:0035032	Reduced circulating acetylcarnitine concentration	Concentration of acetylcarnitine (C2 acylcarnitine) in the blood circulation below the lower limit of normal. Acetylcarnitine has a two-carbon acyl chain.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0035032				UBERON:0000178			?	?						
done	ignore	HP:0035033	Reduced circulating octadecenoylcarnitine concentration	Concentration of octadecenoylcarnitine (C18:1 acylcarnitine) in the blood circulation below the lower limit of normal.				Yes	abnormallyDecreasedLevelOfChemicalEntityInBlood	Ok	HP:0035033				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_86475	O-octadecenoylcarnitine						
done	next	HP:0040081	Abnormal circulating creatine kinase concentration	Any deviation from the normal circulating creatine kinase concentration.				Yes	abnormalLevelOfChemicalEntityInBlood	OK	HP:0040081				UBERON:0000178			http://purl.obolibrary.org/obo/PR_000050097	creatine kinase (human)					Selected human specific; species neutral term exists (http://purl.obolibrary.org/obo/PR_000029971).	2
to do	next	HP:0040133	Abnormal circulating ferritin concentration	A deviation from the normal circulating concentration of ferritin. Ferritin concentration can be measured in serum or plasma.				Yes	abnormalLevelOfChemicalEntityInBlood	OK	HP:0040133				UBERON:0000178			http://purl.obolibrary.org/obo/PR_000050342   http://purl.obolibrary.org/obo/CHEBI_82594	ferritin complex (human)  / ferritin					PR: Selected human specific; species neutral term exists in GO.  CHEBI: species neutral term.  Q: Why ist PR_000050342 subclass in GO (Gene Ontology)?  	2
to do	ignore	HP:0040142	Reduced 5-oxoprolinase level	Decreased level of the reaction 5-oxo-L-proline + ATP + 2 H(2)O = L-glutamate + ADP + 2 H(+) + phosphate.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	OK	HP:0040142				UBERON:0000178										
done	ignore	HP:0040145	Dicarboxylic acidemia					Yes	abnormallyIncreasedLevelOfChemicalEntityInBlood	Ok	HP:0040145				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_35692	dicarboxylic acid						
to do	ignore	HP:0040146	D-2-hydroxyglutaric acidemia					Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0040146				UBERON:0000178										
to do	ignore	HP:0040147	L-2-hydroxyglutaric acidemia					Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0040147				UBERON:0000178							An increase in L-2-hydroxyglutaric acid in the blood.	Elevated circulating L-2-hydroxyglutaric acid|Increased circulating L-2-hydroxyglutaric acid		
done	ignore	HP:0040171	Decreased serum testosterone concentration					Yes	abnormallyDecreasedLevelOfChemicalEntityInBlood	Ok	HP:0040171				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_17347	testosterone						
to do	ignore	HP:0040175	Platelet-activating factor acetylhydrolase deficiency	Reduced level of platelet-activating factor acetylhydrolase.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	OK	HP:0040175				UBERON:0000178										
done	ignore	HP:0040176	Abnormal circulating phospholipid concentration	Any deviation from the normal concentration of a phospholipid in the blood circulation.				Yes	abnormalLevelOfChemicalEntityInBlood	OK	HP:0040176				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_16247	phospholipid						
to do	ignore	HP:0040177	Abnormal level of platelet-activating factor					Yes	abnormalLevelOfChemicalEntityInLocation		HP:0040177				UBERON:0000178										
done	ignore	HP:0040206	Abnormal circulating neopterin concentration	Any deviation from the normal concentration of neopterin in the blood circulation.				Yes	abnormalLevelOfChemicalEntityInBlood	OK	HP:0040206				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_25500	neopterins						
done	ignore	HP:0040210	Abnormal circulating biopterin concentration	A deviation from the normal concentration of biopterin in the blood circulation.				Yes	abnormalLevelOfChemicalEntityInBlood	OK	HP:0040210				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_22881	biopterins						
done	ignore	HP:0040214	Abnormal circulating insulin concentration	An abnormal concentration of insulin in the body.				Yes	abnormalLevelOfChemicalEntityInBlood	Should the definition be in the blood not body?	HP:0040214				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_145810	insulin gene translation product						
done	ignore	HP:0040216	Hypoinsulinemia	A decreased concentration of insulin in the blood.				Yes	abnormallyDecreasedLevelOfChemicalEntityInBlood	OK	HP:0040216				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_145810	insulin gene translation product						
done	next	HP:0040228	Decreased level of plasminogen	A decreased level of Plasminogen				Yes	abnormallyDecreasedLevelOfChemicalEntityInBlood	Ok	HP:0040228				UBERON:0000178			http://purl.obolibrary.org/obo/PR_P00747	plasminogen (human)					Selected human specific; species neutral term exists (http://purl.obolibrary.org/obo/PR_000012867). 	3
to do	ignore	HP:0040299	Decreased circulating free fatty acid level					Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	OK	HP:0040299				UBERON:0000178										
to do	ignore	HP:0040300	Abnormal circulating free fatty acid concentration	Any deviation from the normal concentration of a free fatty acid in the blood circulation.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0040300				UBERON:0000178										
done	ignore	HP:0040302	Hyperglycerolemia	Increased concentration of glycerol in the blood.				Yes	abnormallyIncreasedLevelOfChemicalEntityInBlood	OK	HP:0040302				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_17754	glycerol						
done	ignore	HP:0040303	Decreased circulating iron concentration	The concentration of iron in the blood circulation is below the lower limit of normal.				Yes	abnormallyDecreasedLevelOfChemicalEntityInBlood	OK	HP:0040303				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_18248	iron atom						
to do	ignore	HP:0041057	Transient decreased circulating IgG4	A temporary reduction beneath the normal level of total immunoglobulin G4 (IgG4) in the blood circulation.				Yes	modifier	Ok	HP:0041057				UBERON:0000178										
to do	ignore	HP:0041058	Chronic decreased circulating IgG4	A lasting decrease of immunoglobulin G4 (IgG4) in the blood.				Yes	modifier	Ok	HP:0041058				UBERON:0000178										
to do	ignore	HP:0041062	Transient decreased circulating IgG2	A temporary reduction beneath the normal level of total immunoglobulin G2 (IgG2) in the blood circulation.				Yes	modifier	Ok	HP:0041062				UBERON:0000178										
to do	ignore	HP:0041063	Chronic decreased circulating IgG2	A lasting decrease of immunoglobulin G2 (IgG2) in the blood.				Yes	modifier	Ok	HP:0041063				UBERON:0000178										
to do	ignore	HP:0041067	Transient decreased circulating IgG1	A temporary reduction beneath the normal level of total immunoglobulin G1 (IgG1) in the blood circulation.				Yes	modifier	Ok	HP:0041067				UBERON:0000178										
to do	ignore	HP:0041068	Chronic decreased circulating IgG1	A lasting decrease of immunoglobulin G1 (IgG1) in the blood.				Yes	modifier	Ok	HP:0041068				UBERON:0000178										
to do	ignore	HP:0041071	Transient decreased circulating IgG3	A temporary reduction beneath the normal level of total immunoglobulin G3 (IgG3) in the blood circulation.				Yes	modifier	Ok	HP:0041071				UBERON:0000178										
to do	ignore	HP:0041072	Chronic decreased circulating IgG3	A lasting decrease of immunoglobulin G3 (IgG3) in the blood.				Yes	modifier	Ok	HP:0041072				UBERON:0000178										
done	ignore	HP:0045014	Hypolipidemia					Yes	abnormallyDecreasedLevelOfChemicalEntityInBlood	OK	HP:0045014				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_18059	lipid						
to do	ignore	HP:0045040	Abnormal circulating lactate dehydrogenase concentration	A deviation from the normal serum concentration/activity of lactate dehydrogenase (LDH), which catalyzes the reduction of pyruvate to form lactate.				Yes	abnormalLevelOfChemicalEntityInLocation	OK	HP:0045040				UBERON:0000178										
to do	ignore	HP:0045041	Reduced circulating lactate dehydrogenase concentration	Concentration of lactate dehydrogenase in the blood circulation below the lower limit of normal.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	OK	HP:0045041				UBERON:0000178										
to do	ignore	HP:0045042	Decreased circulating complement C4 concentration	Concentration of the complement component C4 in the blood circulation below the lower limit of normal.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0045042				UBERON:0000178										
to do	ignore	HP:0045043	Decreased circulating complement C4a concentration	Concentration of the complement component C4a in the blood circulation below the lower limit of normal.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0045043				UBERON:0000178										
to do	ignore	HP:0045044	Decreased circulating complement C4b concentration	Concentration of the complement component C4b in the blood circulation below the lower limit of normal.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0045044				UBERON:0000178										
to do	ignore	HP:0045045	Elevated circulating acylcarnitine concentration	Concentration of acylcarnitine in the blood circulation above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0045045				UBERON:0000178			?	?						
done	next	HP:0045046	Reduced insulin like growth factor binding protein acid labile subunit concentration	An abnormally decreased concentration of insulin like growth factor binding protein acid labile subunit level in the blood circulation.				Yes	abnormallyDecreasedLevelOfChemicalEntityInBlood	Ok	HP:0045046				UBERON:0000178			http://purl.obolibrary.org/obo/PR_P35858	insulin-like growth factor-binding protein complex acid labile subunit (human)					Selected human specific; species neutral term exists (http://purl.obolibrary.org/obo/PR_000008946).	2
done	next	HP:0045056	Abnormal circulating alpha-fetoprotein concentration	Concentration of alpha-fetoprotein in the blood circulation outside normal limits.				Yes	abnormalLevelOfChemicalEntityInBlood	OK	HP:0045056				UBERON:0000178			http://purl.obolibrary.org/obo/PR_P02771	alpha-fetoprotein (human)					Selected human specific; species neutral term exists (http://purl.obolibrary.org/obo/PR_000003809).	2
done	next	HP:0045057	Decreased circulating alpha-fetoprotein concentration	Concentration of alpha-fetoprotein in the blood circulation below the lower limit of normal.				Yes	abnormallyDecreasedLevelOfChemicalEntityInBlood	OK	HP:0045057				UBERON:0000178			http://purl.obolibrary.org/obo/PR_P02771	alpha-fetoprotein (human)					Selected human specific; species neutral term exists (http://purl.obolibrary.org/obo/PR_000003809).	2
done	ignore	HP:0100493	Hypoammonemia	A decreased concentration of ammonia in the blood.				Yes	abnormallyDecreasedLevelOfChemicalEntityInBlood	OK	HP:0100493				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_16134	ammonia						
to do	ignore	HP:0100502	Decreased circulating vitamin B12 concentration	The concentration of vitamin B12 in the blood circulation is below the lower limit of normal.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0100502				UBERON:0000178										
done	ignore	HP:0100507	Reduced blood folate concentration	A reduced circulating concentration of folic acid, which is also known as vitamin B9.				Yes	abnormallyDecreasedLevelOfChemicalEntityInBlood	OK	HP:0100507				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_27470	folic acid						
done	ignore	HP:0100513	Decreased circulating vitamin E concentration	A reduced concentration of vitamin E in the blood circulation. Vitamin E is a lipophilic vitamin that is also known as alpha-tocopherol.				Yes	abnormallyDecreasedLevelOfChemicalEntityInBlood	Ok	HP:0100513				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_33234	vitamin E						
to do	ignore	HP:0100529	Abnormal blood phosphate concentration	An abnormality of phosphate homeostasis or concentration in the body.				Yes	abnormalLevelOfChemicalEntityInLocation	OK	HP:0100529				UBERON:0000178	http://purl.obolibrary.org/obo/GO_0055062	phosphate ion homeostasis								
to do	ignore	HP:0100530	Abnormal circulating calcium-phosphate regulating hormone concentration	Any deviation from the normal concentration in the blood circulation of a hormone that is involved in the regulation of phosphate and calcium.				Yes	abnormalLevelOfChemicalEntityInLocation	OK	HP:0100530				UBERON:0000178										
to do	ignore	HP:0100610	Maternal hyperphenylalaninemia	A medical history of exposure during the fetal period to hyperphenylalaninemia because the mother had phenylketonuria with inadequate control during pregnancy.				Yes	modifier	OK	HP:0100610				UBERON:0000178										
to do	ignore	HP:0100950	Decreased 3-hydroxyacyl-CoA dehydrogenase level					Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	OK	HP:0100950				UBERON:0000178										
to do	ignore	HP:0200148	Abnormal liver function tests during pregnancy					Yes	combination_phenotype	Ok	HP:0200148				UBERON:0000178										
to do	ignore	HP:0200150	Increased serum bile acid concentration during pregnancy					Yes	modifier	OK	HP:0200150				UBERON:0000178										
to do	ignore	HP:0410050	Decreased level of 1,5 anhydroglucitol in serum	A decrease in the level of 1,5 anhydroglucitol in the serum. 1,5-Anhydrosorbitol is a validated marker of short-term glycemic control. This substance is derived mainly from food, is well absorbed in the intestine, and is distributed to all organs and tissues.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	OK	HP:0410050				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_16070	1,5-anhydro-D-glucitol						
