finished	medkorrekt	hpo_id	hpo_label	definition	MANUAL PREFERED LABEL	MANUAL PREFERRED DEFINITION	OFFICIAL COMMENT	chemical_phenotype	correct_pattern	KM review	defined_class	defined_class_name	anatomical_entity	anatomical_entity_label	location	biological_process	biological_process_label	chemical_entity	chemical_entity_label	role	role_label	add_definitions	add_synonym	curator_comment	time
done	ignore	HP:0410052	Increased level of allantoin in serum	An increase in the level of allantoin in the serum.				Yes	abnormallyIncreasedLevelOfChemicalEntityInBlood	OK	HP:0410052				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_15676	allantoin						
done	ignore	HP:0410053	Elevated circulating gamma-aminobutyric acid concentration	An increase in the level of Gamma-aminobutyric acid (GABA) in the blood circulation.				Yes	abnormallyIncreasedLevelOfChemicalEntityInBlood	OK	HP:0410053				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_16865	gamma-aminobutyric acid						
done	ignore	HP:0410054	Decreased circulating GABA concentration	A decrease in the level of GABA in the serum.				Yes	abnormallyDecreasedLevelOfChemicalEntityInBlood	OK	HP:0410054				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_16865	gamma-aminobutyric acid						
done	ignore	HP:0410057	Increased level of D-threitol in plasma	An increase in the level of D-threitol in the plasma.				Yes	abnormallyIncreasedLevelOfChemicalEntityInBlood	OK	HP:0410057				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_48300	D-threitol						
done	ignore	HP:0410061	Increased level of galactitol in plasma	An increase in the level of galactitol in the plasma.				Yes	abnormallyIncreasedLevelOfChemicalEntityInBlood	OK	HP:0410061				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_16813	galactitol						
done	ignore	HP:0410063	Increased level of galactonate in red blood cells	An increase in the level of galactonate in the red blood cells.				Yes	abnormallyIncreasedLevelOfChemicalEntityInBlood	OK	HP:0410063				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_24148	galactonate						
done	ignore	HP:0410064	Increased level of galactitol in red blood cells	An increase in the level of galactitol in the red blood cells.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0410064				CL:0000232			http://purl.obolibrary.org/obo/CHEBI_16813	galactitol						
to do	ignore	HP:0410065	Increased level of hippuric acid in blood	An increase in the level of hippuric acid in the blood.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0410065				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_18089	N-benzoylglycine						
to do	ignore	HP:0410069	Increased level of propylene glycol in blood	An increase in the level of propylene glycol in the blood.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0410069				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_16997	propane-1,2-diol						
to do	ignore	HP:0410144	Abnormal circulating biotinidase concentration	An abnormality in the biotinidase level, an enzyme that releases biotin from biocytin, the product of biotin-dependent carboxylases degradation.				Yes	abnormalLevelOfChemicalEntityInLocation	OK	HP:0410144				UBERON:0000178										
to do	ignore	HP:0410145	Decreased circulating biotinidase concentration	Concentration of biotinidase in the blood circulation below the lower limit of normal. Biotidinase is an enzyme that releases biotin from biocytin, the product of biotin-dependent carboxylases degradation.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	OK	HP:0410145				UBERON:0000178										
to do	ignore	HP:0410146	Elevated circulating biotinidase concentration	Concentration of biotinidase in the blood circulation above the upper limit of normal. Biotidinase is an enzyme that releases biotin from biocytin, the product of biotin-dependent carboxylases degradation.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0410146				UBERON:0000178										
to do	ignore	HP:0410154	Increased level of myristic acid in serum	An increase in the level of myristic acid in the serum.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0410154				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_28875	tetradecanoic acid						
done	next	HP:0410176	Abnormal circulating glucose-6-phosphate dehydrogenase concentration	An anomaly in the level of glucose-6-phosphate dehydrogenase.				Yes	abnormalLevelOfChemicalEntityInLocation	OK	HP:0410176				UBERON:0000178			http://purl.obolibrary.org/obo/PR_000050060	glucose-6-phosphate dehydrogenase					HP:0410176 Abnormal circulating glucose-6-phosphate dehydrogenase concentration [parent class] refers to an anomaly in the level of glucose-6-phosphate dehydrogenase in general resp. in different localizations (not only in blood), while HP:0410177 Abnormal glucose-6-phosphate dehydrogenase level in blood refers specifically to an anomaly in the level of glucose-6-phosphate dehydrogenase in the blood [subclass].  I wonder, if the label of HP:0410176 Abnormal circulating glucose-6-phosphate dehydrogenase concentration is correct here (actually more precise: "abnormal level of glucose-6-phosphate dehydrogenase"), because the subclasses refer to abnormal level of glucose-6-phosphate dehydrogenase concentration in blood, dried blood spots, leukocytes, red blood cells and tissue).            	9
done	next	HP:0410177	Abnormal glucose-6-phosphate dehydrogenase level in blood	An anomaly in the level of glucose-6-phosphate dehydrogenase in the blood.				Yes	abnormalLevelOfChemicalEntityInBlood	OK	HP:0410177				UBERON:0000178			http://purl.obolibrary.org/obo/PR_000050060	glucose-6-phosphate dehydrogenase						3
done	next	HP:0410178	Increased glucose-6-phosphate dehydrogenase level in blood	An increase in the level of glucose-6-phosphate dehydrogenase in the blood.				Yes	abnormallyIncreasedLevelOfChemicalEntityInBlood	Ok	HP:0410178				UBERON:0000178			http://purl.obolibrary.org/obo/PR_000050060	glucose-6-phosphate dehydrogenase						1
done	next	HP:0410179	Decreased glucose-6-phosphate dehydrogenase level in blood	A decrease in the level of glucose-6-phosphate dehydrogenase in the blood.				Yes	abnormallyDecreasedLevelOfChemicalEntityInBlood	Ok	HP:0410179				UBERON:0000178			http://purl.obolibrary.org/obo/PR_000050060	glucose-6-phosphate dehydrogenase						1
to do	next	HP:0410180	Abnormal glucose-6-phosphate dehydrogenase level in dried blood spot	An anomaly in the level of glucose-6-phosphate dehydrogenase in a dried blood spot.				Yes	abnormalLevelOfChemicalEntityInLocation	OK	HP:0410180				UBERON:0000178			http://purl.obolibrary.org/obo/PR_000050060	glucose-6-phosphate dehydrogenase					HP:0410180  refers to an anomaly in the level of glucose-6-phosphate dehydrogenase in a dried blood spot.                                                    	4
to do	next	HP:0410181	Increased glucose-6-phosphate dehydrogenase level in dried blood spot	An increase in the level of glucose-6-phosphate dehydrogenase in a dried blood spot.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0410181				UBERON:0000178			http://purl.obolibrary.org/obo/PR_000050060	glucose-6-phosphate dehydrogenase					HP:0410181refers to an increase in the level of glucose-6-phosphate dehydrogenase in a dried blood spot.                                                    	1
to do	next	HP:0410182	Decreased glucose-6-phosphate dehydrogenase level in dried blood spot	A decrease in the level of glucose-6-phosphate dehydrogenase in a dried blood spot.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0410182				UBERON:0000178			http://purl.obolibrary.org/obo/PR_000050060	glucose-6-phosphate dehydrogenase					HP:0410182 refers to a decrease in the level of glucose-6-phosphate dehydrogenase in a dried blood spot.                                                    	1
done	ignore	HP:0410192	Abnormal uridine diphosphate glucose-4-epimerase level	An abnormality in uridine diphosphate glucose-4-epimerase level, an enzyme that catalyzes the reaction: UDP-glucose = UDP-galactose.				Yes	abnormalLevelOfChemicalEntityInBlood	OK	HP:0410192				UBERON:0000178			http://purl.obolibrary.org/obo/PR_000007812	UDP-glucose 4-epimerase						
done	ignore	HP:0410193	Abnormal uridine diphosphate glucose-4-epimerase level in plasma	An abnormality in uridine diphosphate glucose-4-epimerase level in plasma. Uridine diphosphate glucose-4-epimerase catalyzes the reaction: UDP-glucose = UDP-galactose.				Yes	abnormalLevelOfChemicalEntityInBlood	Ok	HP:0410193				UBERON:0000178			http://purl.obolibrary.org/obo/PR_000007812	UDP-glucose 4-epimerase						
done	ignore	HP:0410194	Increased uridine diphosphate glucose-4-epimerase level in plasma	An increase in uridine diphosphate glucose-4-epimerase level in plasma. Uridine diphosphate glucose-4-epimerase catalyzes the reaction: UDP-glucose = UDP-galactose.				Yes	abnormallyIncreasedLevelOfChemicalEntityInBlood	Ok	HP:0410194				UBERON:0000178			http://purl.obolibrary.org/obo/PR_000007812	UDP-glucose 4-epimerase						
done	ignore	HP:0410195	Decreased uridine diphosphate glucose-4-epimerase level in plasma	A decrease in uridine diphosphate glucose-4-epimerase level in plasma. Uridine diphosphate glucose-4-epimerase catalyzes the reaction: UDP-glucose = UDP-galactose.				Yes	abnormallyDecreasedLevelOfChemicalEntityInBlood	Ok	HP:0410195				UBERON:0000178			http://purl.obolibrary.org/obo/PR_000007812	UDP-glucose 4-epimerase						
to do	ignore	HP:0410205	Abnormal circulating nicotinurate concentration	Any deviation from the normal concentration of nicotinurate in the blood.				Yes	abnormalLevelOfChemicalEntityInLocation	OK	HP:0410205				UBERON:0000178										
to do	ignore	HP:0410206	Increased circulating nicotinurate level	An increased amount of nicotinurate in the blood.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0410206				UBERON:0000178										
to do	ignore	HP:0410212	Hyperoxemia in cord blood	An abnormally high level of blood oxygen in the cord blood.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0410212				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_15379	dioxygen						
to do	ignore	HP:0410213	Hypoxemia in cord blood	An abnormally low level of blood oxygen in the cord blood.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0410213				UBERON:0000178			http://purl.obolibrary.org/obo/CHEBI_15379	dioxygen						
to do	ignore	HP:0410217	Reduced blood 5-methyltetrahydrofolate level	A decreased concentration of 5-methyltetrahydrofolate in the blood.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	OK	HP:0410217				UBERON:0000178										
to do	ignore	HP:0410240	Abnormal circulating IgA level	An abnormal deviation from normal levels of IgA immunoglobulin in blood.				Yes	abnormalLevelOfChemicalEntityInLocation	Ok	HP:0410240				UBERON:0000178										
to do	ignore	HP:0410241	Abnormal circulating IgE level	An abnormal deviation from normal levels of IgE immunoglobulin in blood.				Yes	abnormalLevelOfChemicalEntityInLocation	Ok	HP:0410241				UBERON:0000178										
to do	ignore	HP:0410242	Abnormal circulating IgG level	An abnormal deviation from normal levels of IgG immunoglobulin in blood.				Yes	abnormalLevelOfChemicalEntityInLocation	Ok	HP:0410242				UBERON:0000178										
to do	ignore	HP:0410243	Abnormal circulating IgM level	An abnormal deviation from normal levels of IgM immunoglobulin in blood.				Yes	abnormalLevelOfChemicalEntityInLocation	Ok	HP:0410243				UBERON:0000178										
to do	ignore	HP:0410244	Abnormal circulating IgD level	An abnormal deviation from normal levels of IgD immunoglobulin in blood.				Yes	abnormalLevelOfChemicalEntityInLocation	Ok	HP:0410244				UBERON:0000178										
to do	ignore	HP:0410245	Decreased circulating IgD	An abnormally decreased level of immunoglobulin D (IgD) in blood.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	OK	HP:0410245				UBERON:0000178										
to do	ignore	HP:0410246	Increased circulating IgD level	An abnormally increased level of immunoglobulin D in blood.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0410246				UBERON:0000178										
to do	next	HP:0410282	Abnormal circulating amylase concentration	A deviation from the normal concentration of amylase in the blood, an enzyme which helps digest glycogen and starch. It is produced mainly in the pancreas and salivary glands.	Abnormal circulating amylase concentration  	Any deviation from the normal concentration of amylase in the blood circulation.	Additional informations about the protein might be added (standardization?). 	Yes	abnormalLevelOfChemicalEntityInBlood	OK	HP:0410282				UBERON:0000178			Not found						Alpha-amylases are produced in both the pancreas and the salivary glands. Beta-amylases occur in plants but not in the human salivary or pancreas. Therefore, HP:0410282, HP:0410288 and HP:0410289 most likely refer to alpha-amylase.  The isozymes of alpha-amylase are produced by the salivary glands (identical AMY1A, AMY1B, and AMY1C genes) and the pancreas (AMY2A and AMY2B genes).   Alpha-amylase 1 (human) http://purl.obolibrary.org/obo/PR_P04745 refers only to alpha-amylase produced by the salivary glands (no appropriate match).  Active alpha-amylase isozyme (human) http://purl.obolibrary.org/obo/PR_000049996 refers to functional enzymes; that is, those with measurable activity (--> no appropriate match as well).   Regarding amylase see e.g. PMID:1702756 and PMID:32491670.	27
to do	next	HP:0410288	Hyperamylasemia	Increased level of amylase in the blood, an enzyme which helps digest glycogen and starch. It is produced mainly in the pancreas and salivary glands.	Hyperamylasemia 	The concentration of amylase in the blood circulation is above the upper limit of normal.	The medical term "hyperamylasemia" can be adopted.  Additional informations about the protein might be added (standardization?). 	Yes	abnormallyIncreasedLevelOfChemicalEntityInBlood	OK	HP:0410288				UBERON:0000178			Not found						Alpha-amylases are produced in both the pancreas and the salivary glands. Beta-amylases occur in plants but not in the human salivary or pancreas. Therefore, HP:0410282, HP:0410288 and HP:0410289 most likely refer to alpha-amylase.  The isozymes of alpha-amylase are produced by the salivary glands (identical AMY1A, AMY1B, and AMY1C genes) and the pancreas (AMY2A and AMY2B genes).   Alpha-amylase 1 (human) http://purl.obolibrary.org/obo/PR_P04745 refers only to alpha-amylase produced by the salivary glands (no appropriate match).  Active alpha-amylase isozyme (human) http://purl.obolibrary.org/obo/PR_000049996 refers to functional enzymes; that is, those with measurable activity (--> no appropriate match as well).   Regarding amylase see e.g. PMID:1702756 and PMID:32491670.	2
